Reading	X	Y	Z	L*	a*	b*	380.000	390.000	400.000	410.000	420.000	430.000	440.000	450.000	460.000	470.000	480.000	490.000	500.000	510.000	520.000	530.000	540.000	550.000	560.000	570.000	580.000	590.000	600.000	610.000	620.000	630.000	640.000	650.000	660.000	670.000	680.000	690.000	700.000	710.000	720.000	730.000
62	0.353350	0.444592	0.406582	4.015980	-3.041744	-0.752104	0.133355	0.132948	0.132504	0.132022	0.131639	0.352182	0.451538	0.488442	0.512492	0.570242	0.641995	0.657386	0.644345	0.617289	0.579217	0.542747	0.494023	0.451017	0.425218	0.413451	0.403283	0.383538	0.345706	0.295362	0.262602	0.24692	0.238915	0.240535	0.253268	0.265374	0.265781	0.298855	0.33065	0.355829	0.401571	0.465856
63	0.358771	0.452724	0.413599	4.089436	-3.139472	-0.757918	0.124205	0.123774	0.123305	0.122797	0.122388	0.349796	0.458438	0.499278	0.522478	0.585208	0.658106	0.663378	0.657914	0.630728	0.592808	0.552895	0.50383	0.462085	0.432097	0.420908	0.408473	0.389437	0.350399	0.298961	0.264901	0.252745	0.241626	0.241643	0.25611	0.257493	0.27398	0.29494	0.337914	0.394125	0.438212	0.490313
64	0.363413	0.458740	0.421976	4.143777	-3.186223	-0.822397	0.140345	0.139926	0.139471	0.138978	0.138581	0.359407	0.46267	0.503907	0.530481	0.597382	0.677741	0.687323	0.67346	0.639943	0.603522	0.558582	0.507224	0.468154	0.435121	0.426655	0.41328	0.394393	0.354548	0.300339	0.266504	0.255568	0.24865	0.246231	0.259558	0.265771	0.28524	0.311963	0.345294	0.393855	0.447257	0.504481
65	0.362194	0.456716	0.423186	4.125499	-3.156669	-0.876749	0.165512	0.165129	0.164712	0.164261	0.163902	0.372799	0.461839	0.502224	0.530475	0.596086	0.669556	0.688546	0.670617	0.638965	0.600007	0.55859	0.504884	0.465123	0.432663	0.42285	0.412205	0.39225	0.353529	0.2999	0.265714	0.25599	0.244291	0.241888	0.256141	0.25811	0.276434	0.308147	0.352352	0.399221	0.432146	0.484632
66	0.182257	0.184363	0.156571	1.665348	0.181433	-0.084751	0.00626851	0.00603791	0.00578695	0.00551502	0.00531367	0.152388	0.203208	0.212524	0.213695	0.209495	0.210737	0.207052	0.18782	0.18268	0.178361	0.174183	0.163588	0.163383	0.170995	0.190257	0.203862	0.207565	0.209729	0.19879	0.182147	0.17605	0.173387	0.1749	0.167447	0.176835	0.190494	0.230244	0.231352	0.269374	0.308856	0.351846
67	0.186335	0.188892	0.160285	1.706255	0.169805	-0.084339	0.0453871	0.0452043	0.0450054	0.0447898	0.0446253	0.154178	0.205096	0.215433	0.21615	0.209693	0.211689	0.206546	0.198235	0.190908	0.183096	0.180802	0.16784	0.166348	0.17557	0.194492	0.209538	0.210968	0.212323	0.201629	0.186889	0.180968	0.175234	0.180786	0.179391	0.182628	0.201765	0.208067	0.244564	0.289326	0.285861	0.325632
68	0.189850	0.191917	0.162073	1.733577	0.193970	-0.070988	-0.0123891	-0.0126549	-0.0129441	-0.0132575	-0.0134838	0.164674	0.214376	0.222666	0.221486	0.21211	0.216655	0.212057	0.200774	0.194112	0.186411	0.182398	0.168902	0.168459	0.176735	0.195702	0.212061	0.21776	0.217938	0.207864	0.19042	0.181513	0.182147	0.186036	0.192321	0.188157	0.204628	0.215251	0.245602	0.251731	0.281503	0.38231
69	0.192894	0.194666	0.164060	1.758414	0.209812	-0.065677	-0.0217374	-0.0220191	-0.0223258	-0.022658	-0.0229007	0.161526	0.216902	0.226595	0.225305	0.219021	0.22118	0.211678	0.206682	0.195576	0.188254	0.185105	0.169761	0.167358	0.17964	0.200891	0.217452	0.221756	0.217814	0.211207	0.196122	0.189939	0.184943	0.188925	0.185731	0.189792	0.211414	0.215063	0.236229	0.251174	0.26001	0.35461
70	0.202893	0.203291	0.176770	1.836324	0.277787	-0.171317	0.0271445	0.0269153	0.0266658	0.0263955	0.0261977	0.176321	0.22936	0.238404	0.237157	0.237988	0.235287	0.218349	0.216535	0.209136	0.201515	0.191696	0.175138	0.174191	0.183102	0.207427	0.225267	0.232146	0.228166	0.221531	0.207836	0.202875	0.195237	0.202652	0.204038	0.199393	0.209443	0.222783	0.247358	0.268755	0.340463	0.380869
71	0.211286	0.210538	0.185072	1.901783	0.334539	-0.215200	0.00741499	0.00714809	0.00685762	0.00654289	0.00631509	0.184707	0.239721	0.252224	0.252946	0.246226	0.249154	0.239415	0.222573	0.213744	0.20737	0.196875	0.179782	0.177492	0.187887	0.215195	0.233358	0.242767	0.238392	0.228476	0.222968	0.210224	0.210673	0.207977	0.209732	0.205648	0.215105	0.221411	0.239217	0.272909	0.277387	0.355492
72	0.222671	0.220733	0.197402	1.993870	0.397330	-0.289202	0.0305871	0.0303365	0.0300638	0.0297683	0.0295529	0.194972	0.252943	0.266192	0.269251	0.265743	0.261567	0.252724	0.237604	0.222785	0.218516	0.204377	0.188426	0.181712	0.194994	0.22604	0.248198	0.254239	0.24953	0.238198	0.235799	0.224098	0.220645	0.223981	0.224278	0.227443	0.227303	0.242435	0.276298	0.271139	0.28297	0.375968
73	0.233790	0.230690	0.204939	2.083812	0.458654	-0.276436	0.0113532	0.0110637	0.0107486	0.0104073	0.0101554	0.196186	0.265921	0.281432	0.28183	0.277815	0.271646	0.257749	0.245508	0.235581	0.228659	0.21166	0.195231	0.187968	0.200792	0.234918	0.260307	0.269487	0.265448	0.250956	0.249351	0.238448	0.233848	0.238384	0.240023	0.228083	0.234295	0.23929	0.249301	0.291669	0.312367	0.353043
74	0.243980	0.239230	0.216811	2.160956	0.537625	-0.367576	0.0554802	0.0552372	0.0549727	0.0546861	0.0544746	0.211367	0.277596	0.294206	0.293054	0.289851	0.284388	0.273138	0.259838	0.240838	0.236916	0.216866	0.200067	0.193239	0.208513	0.241967	0.272878	0.280745	0.274402	0.260611	0.256169	0.253376	0.245316	0.251663	0.253595	0.251689	0.247505	0.268036	0.289411	0.308089	0.30608	0.399391
75	0.255679	0.249558	0.228862	2.254250	0.607895	-0.434237	0.0564718	0.0562149	0.0559352	0.0556321	0.0554129	0.228162	0.290462	0.307768	0.310488	0.306546	0.300582	0.293028	0.273458	0.257219	0.247929	0.227679	0.205242	0.197102	0.211178	0.252418	0.283263	0.293617	0.287192	0.276187	0.268677	0.26875	0.262548	0.269734	0.270177	0.255407	0.260872	0.292173	0.309039	0.337055	0.349106	0.376281
76	0.266697	0.258920	0.239809	2.338811	0.688315	-0.495111	0.0723739	0.0721251	0.0718544	0.0715611	0.0713471	0.236113	0.301976	0.318431	0.324221	0.32627	0.317204	0.306292	0.286541	0.267883	0.252814	0.232688	0.209952	0.201384	0.219356	0.262257	0.297516	0.306161	0.300798	0.286357	0.27813	0.283245	0.276805	0.281143	0.283336	0.285821	0.269021	0.287578	0.3038	0.335286	0.35274	0.3975
77	0.280888	0.271351	0.253198	2.451099	0.777355	-0.554295	0.0848151	0.0845648	0.0842924	0.0839972	0.0837845	0.25364	0.319559	0.337696	0.341128	0.338041	0.332847	0.326121	0.297579	0.284039	0.26373	0.243634	0.217529	0.210043	0.228127	0.272618	0.310659	0.324856	0.314669	0.300308	0.297067	0.296099	0.293852	0.294939	0.311473	0.3095	0.311739	0.331725	0.37472	0.383036	0.427264	0.481164
78	0.283344	0.273389	0.253064	2.469514	0.797158	-0.520023	0.0788129	0.0785529	0.0782699	0.0779633	0.077739	0.2491	0.322267	0.340504	0.343033	0.336175	0.330184	0.321694	0.300263	0.285969	0.264262	0.244928	0.219766	0.210719	0.22906	0.274451	0.314017	0.328947	0.319761	0.305685	0.300178	0.29839	0.295747	0.303697	0.304598	0.313204	0.300013	0.325916	0.339484	0.360648	0.413898	0.413477
79	0.290030	0.279165	0.259303	2.521685	0.842277	-0.547869	0.0750185	0.0747452	0.0744477	0.0741255	0.0738934	0.259643	0.331259	0.346906	0.34926	0.349268	0.33886	0.326984	0.306822	0.293358	0.269599	0.248521	0.224063	0.213561	0.233866	0.279163	0.319853	0.336289	0.32876	0.313591	0.306619	0.307012	0.307767	0.312189	0.321405	0.308578	0.297146	0.303756	0.34426	0.37794	0.402761	0.453011
80	0.292929	0.281458	0.263221	2.542396	0.870079	-0.586119	0.0757823	0.075506	0.0752052	0.0748794	0.0746452	0.263188	0.337805	0.35178	0.35535	0.353853	0.345865	0.331175	0.306779	0.2921	0.270858	0.250854	0.224568	0.215075	0.236113	0.281923	0.32288	0.342643	0.332121	0.316528	0.309976	0.307999	0.309914	0.313852	0.313486	0.309844	0.292644	0.307644	0.350648	0.385884	0.375156	0.424899
81	0.298953	0.286708	0.268694	2.589825	0.908904	-0.607679	0.085419	0.0851485	0.0848542	0.0845353	0.0843053	0.267729	0.342106	0.358821	0.361949	0.36269	0.353282	0.335608	0.315366	0.29972	0.275375	0.254179	0.229465	0.217941	0.239005	0.28621	0.327769	0.34689	0.341817	0.324841	0.316552	0.315876	0.318698	0.318194	0.3239	0.321832	0.303969	0.315951	0.347002	0.365444	0.369824	0.413061
82	0.307480	0.293647	0.276845	2.652499	0.983051	-0.653521	0.0885008	0.0882235	0.0879218	0.0875948	0.0873595	0.275983	0.356205	0.373707	0.372549	0.366533	0.362928	0.343813	0.325114	0.307808	0.279518	0.26146	0.23309	0.220828	0.242513	0.29283	0.335117	0.357663	0.350908	0.336058	0.326883	0.325318	0.331153	0.331842	0.33243	0.323579	0.31647	0.335182	0.367931	0.387491	0.39231	0.416382
83	0.313381	0.298720	0.281223	2.698323	1.023824	-0.657157	0.0740093	0.0737055	0.0733747	0.0730164	0.0727592	0.280367	0.363078	0.381931	0.382012	0.375005	0.365052	0.346792	0.32602	0.311152	0.285838	0.265244	0.237297	0.2239	0.246092	0.296692	0.343602	0.364688	0.358364	0.341273	0.333266	0.331396	0.338445	0.338187	0.349957	0.340295	0.317185	0.33333	0.358362	0.396835	0.412024	0.423587
84	0.323422	0.307307	0.292745	2.775890	1.094961	-0.740957	0.102899	0.102621	0.102318	0.101991	0.101754	0.288985	0.375868	0.393016	0.395119	0.392201	0.379449	0.364309	0.339722	0.317924	0.293427	0.273413	0.241645	0.228612	0.251643	0.304702	0.352713	0.373629	0.370862	0.354975	0.346023	0.341999	0.347065	0.34898	0.355213	0.356951	0.341606	0.343504	0.371427	0.37329	0.411109	0.449901
85	0.329296	0.312354	0.298164	2.821485	1.135611	-0.764665	0.0698299	0.0694994	0.0691396	0.0687498	0.0684763	0.30379	0.383805	0.403121	0.405013	0.402518	0.385018	0.367618	0.348077	0.326319	0.300248	0.275062	0.243548	0.230976	0.255329	0.30983	0.356158	0.380943	0.37968	0.360624	0.352163	0.34781	0.354201	0.362124	0.366943	0.371923	0.352294	0.353686	0.384131	0.364237	0.396301	0.471232
86	0.337635	0.318873	0.308731	2.880364	1.218582	-0.862651	0.129049	0.128788	0.128504	0.128196	0.127983	0.319565	0.393764	0.412549	0.411383	0.411164	0.399392	0.374649	0.359535	0.328486	0.305142	0.282055	0.249564	0.236104	0.2588	0.312274	0.36384	0.389014	0.385668	0.371752	0.363946	0.358346	0.364772	0.369949	0.376825	0.378165	0.362614	0.366995	0.392525	0.419229	0.440121	0.473904
87	0.341065	0.321806	0.314007	2.906859	1.242876	-0.916564	0.138589	0.138335	0.13806	0.137761	0.137552	0.32092	0.39957	0.419563	0.41716	0.420464	0.408426	0.380615	0.36247	0.330811	0.307766	0.2852	0.252188	0.237223	0.259562	0.316002	0.365944	0.393275	0.39069	0.375251	0.36513	0.362861	0.365971	0.376823	0.384062	0.378442	0.354813	0.367328	0.389073	0.413362	0.446278	0.486581
88	0.345796	0.325319	0.317979	2.938594	1.297133	-0.936857	0.128348	0.128075	0.127778	0.127457	0.127238	0.333042	0.40683	0.425745	0.42405	0.424791	0.409896	0.385561	0.357572	0.33356	0.311809	0.286857	0.253885	0.23999	0.262821	0.319177	0.370694	0.397829	0.396245	0.381111	0.370577	0.368574	0.373643	0.381261	0.383193	0.392618	0.379331	0.384823	0.410017	0.415179	0.423909	0.468136
89	0.348937	0.327823	0.318468	2.961216	1.326476	-0.907075	0.0884285	0.0880986	0.0877395	0.0873504	0.0870793	0.325176	0.410506	0.432077	0.432413	0.428076	0.411621	0.383561	0.364686	0.335131	0.310986	0.287817	0.255021	0.241493	0.264553	0.321458	0.374522	0.400707	0.398962	0.386823	0.378658	0.37307	0.377578	0.38929	0.395707	0.387088	0.379641	0.3721	0.395741	0.422261	0.419502	0.438521
90	0.354965	0.333277	0.326797	3.010474	1.357567	-0.979399	0.114531	0.114228	0.113897	0.113539	0.113292	0.335951	0.419324	0.441969	0.439706	0.437209	0.419951	0.39621	0.371778	0.343417	0.317297	0.293398	0.258833	0.244585	0.267784	0.325302	0.379877	0.406421	0.406113	0.393838	0.384935	0.382107	0.383361	0.389847	0.398234	0.395006	0.370258	0.392707	0.415291	0.447972	0.452189	0.482421
91	0.356815	0.334265	0.328855	3.019401	1.393788	-1.002868	0.118893	0.118594	0.118267	0.117914	0.117665	0.331534	0.424751	0.44733	0.442953	0.440374	0.42046	0.395872	0.368748	0.340161	0.317753	0.292962	0.259218	0.244779	0.267728	0.328352	0.383299	0.409589	0.408313	0.398852	0.386193	0.381446	0.382394	0.388439	0.398755	0.393637	0.37867	0.371274	0.414444	0.42734	0.434656	0.439796
92	0.365704	0.341602	0.339758	3.085681	1.467040	-1.094430	0.132918	0.132625	0.132306	0.13196	0.131725	0.352733	0.43622	0.456657	0.456284	0.450055	0.439046	0.41511	0.383661	0.347265	0.324752	0.299591	0.264237	0.24731	0.271908	0.332799	0.38918	0.416589	0.41835	0.407671	0.398544	0.392119	0.39729	0.406298	0.407208	0.41391	0.395975	0.398534	0.429233	0.481866	0.469936	0.529081
93	0.367366	0.343867	0.342416	3.106135	1.445985	-1.109354	0.138223	0.137934	0.13762	0.137279	0.137039	0.342928	0.43932	0.461272	0.461991	0.454696	0.443355	0.421479	0.387683	0.350669	0.326977	0.30083	0.268026	0.249128	0.272123	0.336389	0.392217	0.419629	0.421768	0.407785	0.398507	0.391807	0.3971	0.404488	0.411802	0.411081	0.397467	0.390717	0.399625	0.454931	0.462668	0.46836
94	0.374711	0.349571	0.350304	3.157663	1.520467	-1.169442	0.136774	0.136473	0.136145	0.13579	0.135547	0.359943	0.452883	0.473292	0.474062	0.458642	0.44984	0.423555	0.3985	0.358363	0.332518	0.307724	0.271949	0.251054	0.274939	0.339907	0.397542	0.422905	0.428028	0.41761	0.409773	0.40613	0.402638	0.420648	0.424401	0.429992	0.40983	0.423898	0.44517	0.455119	0.462305	0.50957
95	0.379449	0.353681	0.360726	3.194783	1.551791	-1.302208	0.189607	0.189369	0.18911	0.18883	0.188643	0.376229	0.462355	0.481643	0.479532	0.471613	0.463633	0.435625	0.404212	0.362009	0.334237	0.312468	0.27484	0.254961	0.277949	0.344209	0.40171	0.430674	0.429117	0.421154	0.41456	0.407782	0.410456	0.41881	0.424444	0.416724	0.410457	0.403574	0.42782	0.442822	0.494633	0.488478
96	0.379818	0.354903	0.360639	3.205830	1.519075	-1.281513	0.152855	0.152566	0.152251	0.15191	0.151684	0.379642	0.464349	0.483795	0.483112	0.472289	0.467159	0.436722	0.40543	0.364118	0.339487	0.313311	0.277217	0.255065	0.279315	0.344166	0.403817	0.432348	0.428868	0.418806	0.41447	0.408138	0.411273	0.421014	0.420617	0.42656	0.423976	0.409192	0.428433	0.453756	0.448163	0.473944
97	0.376271	0.352558	0.353615	3.184640	1.467190	-1.185437	0.105862	0.105514	0.105135	0.104725	0.104441	0.357653	0.462394	0.480659	0.478917	0.46583	0.457439	0.43555	0.40669	0.361382	0.337035	0.310493	0.273713	0.254435	0.278195	0.344014	0.400732	0.426117	0.430189	0.420192	0.410688	0.401152	0.402508	0.41433	0.419767	0.424406	0.40107	0.39269	0.433909	0.460939	0.466209	0.497929
